Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Negative feedback,Lifetime Negative Feedback from Users,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
171162119680585_792429910887133,https://www.facebook.com/TarletonCOGS/posts/792429910887133,TED Talk:  The surprising habits of original thinkers and the benefits of procrastination.  http://buff.ly/1TVBYBE,Link,,,5/17/16 4:54 PM, ,182,149,0,305,261,0,6,4,4,0,0,250,146,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_792972347499556,https://www.facebook.com/TarletonCOGS/posts/792972347499556,New!  Tarleton adds College of Health Sciences and Human Services.  http://www.tarleton.edu/scripts/press/display.asp?ID=5042,Link,,,5/17/16 2:43 PM, ,17,16,0,36,35,0,1,1,1,0,0,30,14,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_792426524220805,https://www.facebook.com/TarletonCOGS/posts/792426524220805:0,The importance of human relationships in education.  http://buff.ly/1WAC7i0,Photo,,,5/17/16 6:39 AM, ,169,169,0,343,343,0,3,2,3,0,0,334,164,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_792423414221116,https://www.facebook.com/TarletonCOGS/posts/792423414221116:0,The influence of leaders and the 5 forms of power.  http://buff.ly/1YvoVbr,Photo,,,5/16/16 5:27 PM, ,199,199,0,384,384,0,3,3,3,0,0,380,196,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_792421717554619,https://www.facebook.com/TarletonCOGS/posts/792421757554615,College of Graduate Studies - Tarleton State University's cover photo,Photo,,,5/16/16 7:12 AM, ,0,0,0,0,0,0,12,6,11,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
171162119680585_792415370888587,https://www.facebook.com/TarletonCOGS/posts/792415370888587,How to Beat Hurry Sickness  http://buff.ly/1WAxVPm,Link,,,5/16/16 7:03 AM, ,134,134,0,237,237,0,4,4,6,0,0,235,132,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_789340027862788,https://www.facebook.com/TarletonCOGS/posts/789340027862788,"Graduate students and faculty:  Check your Tarleton email each Sunday for our weekly newsletter!  Stay informed of deadlines, news, and tips by reading The COGS Connection!",Status,,,5/13/16 4:07 PM, ,41,39,0,74,72,0,3,0,0,0,0,70,37,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_789337834529674,https://www.facebook.com/TarletonCOGS/posts/789337834529674,Become a Blackboard pro with these tips.  http://buff.ly/1Ty9VFK,Link,,,5/13/16 6:03 AM, ,24,22,0,58,56,0,1,0,0,0,0,54,20,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_789335791196545,https://www.facebook.com/TarletonCOGS/posts/789335791196545,How to Have a Super Productive Weekend.  http://buff.ly/1WjrwHr,Link,,,5/12/16 3:54 PM, ,198,119,0,348,216,0,6,5,6,0,0,218,119,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_789851151145009,https://www.facebook.com/TarletonCOGS/posts/789851151145009,Microsoft Office Certification Prep Course offered at the Stephenville campus.  Register by 5/23.  More info here:  http://buff.ly/1WYUkUM,Link,,,5/12/16 9:45 AM, ,46,37,0,75,64,0,3,2,2,0,0,63,36,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_789337591196365,https://www.facebook.com/TarletonCOGS/posts/789337591196365,Tips for using Google Drive that you may have never heard of  . . . http://buff.ly/1Zxyuqy,Link,,,5/12/16 6:02 AM, ,631,222,0,1092,433,0,23,21,21,0,0,471,238,0,0,15,0,0,0,0,0,0,0,0,0,0
171162119680585_789335694529888,https://www.facebook.com/TarletonCOGS/posts/789335694529888,5 Reasons Why Being Grateful is the Best Career Strategy.  http://buff.ly/1T7hjdJ,Link,,,5/11/16 3:54 PM, ,423,155,0,727,276,0,12,9,10,0,0,309,161,0,0,7,0,0,0,0,0,0,0,0,0,0
171162119680585_789293294534128,https://www.facebook.com/TarletonCOGS/posts/789293294534128:0,Timeline Photos,Photo,,,5/11/16 5:38 AM, ,215,147,0,428,308,0,7,3,3,0,0,306,146,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_789331684530289,https://www.facebook.com/TarletonCOGS/posts/789331684530289,"Did you know? A common error in the graduation app is ""No Curricula Available"". You need a degree plan!  Find it here: http://buff.ly/1WjpFCA",Link,,,5/10/16 1:40 PM, ,21,21,0,33,33,0,0,0,0,0,0,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_789328047863986,https://www.facebook.com/TarletonCOGS/posts/789328047863986,Graduating this summer?  The deadline to apply for graduation is May 23rd if you plan to walk!  Find details and step-by-step application instructions here: http://buff.ly/1OkqwLw,Link,,,5/10/16 6:31 AM, ,133,91,0,219,141,0,1,0,0,0,0,143,91,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_789318271198297,https://www.facebook.com/TarletonCOGS/posts/789318271198297,"The College of Graduate Studies Spring 2016 graduation ceremony was held on Friday, May 6th, in Wisdom Gym, at the main campus in Stephenville, Texas.",Photo,,,5/9/16 8:51 AM, ,2780,400,0,4869,977,0,354,245,1122,2,2,988,397,0,0,85,0,0,0,0,0,0,0,0,0,0
171162119680585_789285174534940,https://www.facebook.com/TarletonCOGS/posts/789285174534940,http://texannews.net/tarleton-adds-more-grad-programs/,Link,,,5/9/16 6:59 AM, ,506,300,0,811,542,0,42,41,46,0,0,573,313,0,0,42,0,0,0,0,0,0,0,0,0,0
171162119680585_788065324656925,https://www.facebook.com/TarletonCOGS/posts/788065324656925:0,"Congratulations, Vandala, on your graduation! Vandala earns her bachelor's degree tomorrow and has been a student employee in our office for a couple of years. She will be starting her graduate studies this fall in our new Social Work program.",Photo,,,5/6/16 5:33 PM, ,241,241,0,517,517,0,5,4,4,0,0,510,235,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_786559604807497,https://www.facebook.com/TarletonCOGS/posts/786559604807497:0,Check out the interesting history of academic regalia.  http://buff.ly/1Y5NNGw,Photo,,,5/6/16 6:20 AM, ,195,193,0,416,410,0,2,1,1,0,0,402,188,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_786604248136366,https://www.facebook.com/TarletonCOGS/posts/786604248136366:0,"Today is the day!  Congratulations, graduates! #graduationspring16 #tarletongradstudies",Photo,,,5/6/16 6:19 AM, ,126,112,0,273,228,0,2,1,1,0,0,241,109,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_786599431470181,https://www.facebook.com/TarletonCOGS/posts/786599431470181,Tips to help you survive the dangers of a desk job.  http://buff.ly/26Q8oEG,Link,,,5/5/16 6:56 PM, ,342,276,0,534,462,0,18,14,15,0,0,456,272,0,0,17,0,0,0,0,0,0,0,0,0,0
171162119680585_786597591470365,https://www.facebook.com/TarletonCOGS/posts/786597591470365,Stress management apps for a busy life: http://buff.ly/1rjhnxv,Link,,,5/4/16 3:50 PM, ,17,17,0,33,33,0,0,0,0,0,0,28,14,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_786600811470043,https://www.facebook.com/TarletonCOGS/posts/786600811470043,Friday's graduation ceremony will be live-streamed!  Find connection info here: http://www.tarleton.edu/graduation/commencement-media.html,Link,,,5/4/16 3:02 PM, ,70,46,0,131,78,0,4,1,1,0,0,83,49,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_787039084759549,https://www.facebook.com/TarletonCOGS/posts/787039084759549,Graduation application deadlines are approaching for Summer and Fall!  Check out step-by-step application instructions here:  http://buff.ly/1NX0uD2,Link,,,5/4/16 12:54 PM, ,41,41,0,67,67,0,1,0,0,0,0,62,38,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_786598374803620,https://www.facebook.com/TarletonCOGS/posts/786598374803620,Pricing textbooks online?  Compare multiple online retailers here:  http://buff.ly/1Od61jK,Link,,,5/4/16 6:52 AM, ,20,20,0,40,40,0,0,0,0,0,0,35,17,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_786569488139842,https://www.facebook.com/TarletonCOGS/posts/786569488139842:0,"Teaching is the greatest act of optimism.  Thank you, teachers!  #TeacherAppreciationDay  #tarletongradstudies",Photo,,,5/3/16 1:49 PM, ,159,159,0,382,382,0,2,2,3,0,0,377,157,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_786565438140247,https://www.facebook.com/TarletonCOGS/posts/786565438140247:0,We hope you're feeling confident this week as the semester draws to a close!,Photo,,,5/3/16 10:23 AM, ,209,193,0,469,445,0,5,3,4,0,0,446,192,0,0,5,0,0,0,0,0,0,0,0,0,0
171162119680585_783296641800460,https://www.facebook.com/TarletonCOGS/posts/783296641800460,Submit your FAFSA by the COGS priority deadline of May 1 for Fall!  Estimate financial aid: http://buff.ly/1UcOKgY,Link,,,4/29/16 3:36 PM, ,32,32,0,48,48,0,0,0,0,0,0,45,29,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_783294931800631,https://www.facebook.com/TarletonCOGS/posts/783294931800631,Good luck to all of our graduate students on upcoming final exams!,Status,,,4/29/16 6:30 AM, ,153,125,0,233,193,0,10,3,3,0,0,190,122,0,0,10,0,0,0,0,0,0,0,0,0,0
171162119680585_783293121800812,https://www.facebook.com/TarletonCOGS/posts/783293121800812,22 Famous brand slogans and the stories behind them.  http://buff.ly/1VxWWd6,Link,,,4/28/16 4:24 PM, ,25,25,0,47,47,0,0,0,0,0,0,45,23,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_783292321800892,https://www.facebook.com/TarletonCOGS/posts/783292321800892,Did you know that as a Tarleton student you have free access to Microsoft Office?  Details: http://buff.ly/1SFu0ML,Link,,,4/28/16 6:21 AM, ,23,23,0,51,51,0,1,1,1,0,0,49,21,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_783291291800995,https://www.facebook.com/TarletonCOGS/posts/783291291800995,Motivate yourself with these tips to write when you don't feel like writing.  http://buff.ly/26oWhhH #tarletongradstudies,Link,,,4/27/16 4:16 PM, ,133,117,0,230,211,0,7,6,8,0,0,210,116,0,0,7,0,0,0,0,0,0,0,0,0,0
171162119680585_783290268467764,https://www.facebook.com/TarletonCOGS/posts/783290268467764,Looking for formatting tips for your paper?  Check out Tarleton's writing resource center: http://buff.ly/1SFt4rx,Link,,,4/27/16 6:12 AM, ,49,49,0,100,100,0,1,0,0,0,0,99,48,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_783286945134763,https://www.facebook.com/TarletonCOGS/posts/783286945134763,Looking for an inexpensive getaway once this semester is through?  Check out these spots http://buff.ly/11afTpl,Link,,,4/26/16 4:03 PM, ,285,275,0,493,479,0,28,28,30,0,0,479,275,0,0,28,0,0,0,0,0,0,0,0,0,0
171162119680585_783286781801446,https://www.facebook.com/TarletonCOGS/posts/783286781801446,Grad students can study abroad too!  Check out upcoming trips here: http://buff.ly/1SJ6BNv #tarletongradstudies,Link,,,4/26/16 6:02 AM, ,478,181,0,823,292,0,22,20,21,0,0,358,208,0,0,16,0,0,0,0,0,0,0,0,0,0
171162119680585_783293885134069,https://www.facebook.com/TarletonCOGS/posts/783293885134069,Listen to these TED Talks for advice on breaking bad habits and starting new ones.  http://buff.ly/26oYmKt,Link,,,4/25/16 11:27 PM, ,12,12,0,30,30,0,0,0,0,0,0,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_783286625134795,https://www.facebook.com/TarletonCOGS/posts/783286625134795,Utilize these visualization tips for your next presentation.  #tarletongradstudies http://buff.ly/1T0dBzv,Link,,,4/25/16 4:01 PM, ,51,50,0,87,86,0,2,1,5,0,0,85,49,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_783283681801756,https://www.facebook.com/TarletonCOGS/posts/783283681801756,Interesting stuff for those considering a career change.  #tarletongradstudies http://buff.ly/1ruM1EW,Link,,,4/25/16 10:38 AM, ,267,138,0,456,232,0,3,2,2,0,0,240,143,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_783225335140924,https://www.facebook.com/TarletonCOGS/posts/783225335140924,"Have you checked out our YouTube channel?  The ""Applying to Grad School"" session from Wednesday's workshop has been uploaded!  https://www.youtube.com/channel/UCyx7hULLMqwIHubq3MKJ4zw",Link,,,4/25/16 7:51 AM, ,22,21,0,47,43,0,2,1,1,0,0,41,19,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_781478591982265,https://www.facebook.com/TarletonCOGS/posts/781478591982265,"Welcome to all of our new Facebook friends, and thanks to all who attended yesterday's open house!",Status,,,4/21/16 6:26 AM, ,52,52,0,85,85,0,3,0,0,0,0,79,46,0,0,3,0,0,0,0,0,0,0,0,0,0
171162119680585_780664055397052,https://www.facebook.com/TarletonCOGS/posts/780664055397052,Virtual connection information for tomorrow's workshops are now posted!,Link,,,4/19/16 10:18 AM, ,73,70,0,120,117,0,1,0,0,0,0,107,63,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_776956489101142,https://www.facebook.com/TarletonCOGS/posts/776956489101142,Register for Wednesday's workshop on need-based grants and scholarships:  http://buff.ly/1RPfEtW  Attend virtually via Zoom or Periscope!,Link,,,4/15/16 6:42 PM, ,34,25,0,80,65,0,1,0,0,0,0,61,21,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_776958565767601,https://www.facebook.com/TarletonCOGS/posts/776958565767601:0,How could you adapt these habits to contribute to your success as a graduate student?,Photo,,,4/15/16 1:44 PM, ,375,281,0,721,590,0,10,6,30,0,0,584,272,0,0,8,0,0,0,0,0,0,0,0,0,0
171162119680585_778347102295414,https://www.facebook.com/TarletonCOGS/posts/778347102295414:0,Here's another post with our exceptional student workers. The College of Graduate Studies is very fortunate to have such a great crew backing us up everyday. Our students are invaluable!,Photo,,,4/14/16 11:31 AM, ,407,286,0,819,638,0,22,18,32,0,0,628,279,0,0,9,0,0,0,0,0,0,0,0,0,0
171162119680585_776950569101734,https://www.facebook.com/TarletonCOGS/posts/776950569101734,"It's National Student Worker Appreciation Week!  Thanks Tori, Hailey, Jesus, and Vandala for all that you do!",Photo,,,4/14/16 6:31 AM, ,237,194,0,380,328,0,18,11,15,0,0,321,187,0,0,18,0,0,0,0,0,0,0,0,0,0
171162119680585_776907212439403,https://www.facebook.com/TarletonCOGS/posts/776907212439403,Nix these and watch your productivity soar. Bad Habits That Are Making You Less Productive http://buff.ly/1SZp6df,Link,,,4/14/16 6:04 AM, ,444,226,0,674,377,0,19,17,25,0,0,373,223,0,0,13,0,0,0,0,0,0,0,0,0,0
171162119680585_776909685772489,https://www.facebook.com/TarletonCOGS/posts/776909685772489,April 20th is our spring open house event! Learn more here!  https://www.facebook.com/events/1688977068043713/ #tarletongradstudies #beyondabachelors,Link,,,4/13/16 9:16 AM, ,21,21,0,51,51,0,0,0,0,0,0,45,16,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_776889439107847,https://www.facebook.com/TarletonCOGS/posts/776889439107847,Jobs in Silicon Valley equal great news for writers!  http://buff.ly/1qDBwOC,Link,,,4/13/16 4:55 AM, ,157,157,0,252,252,0,1,1,1,0,0,247,153,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_776941112436013,https://www.facebook.com/TarletonCOGS/posts/776941112436013,Don't make writing your thesis harder by struggling with format.  Use our pre-formatted template!  Available here:  http://buff.ly/25V2VvQ,Link,,,4/12/16 4:53 PM, ,25,25,0,56,56,0,1,1,1,0,0,52,21,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_776900232440101,https://www.facebook.com/TarletonCOGS/posts/776900232440101,You'll want to memorize these 8 time-saving Excel shortcuts.  http://buff.ly/25UNbJm,Link,,,4/12/16 5:58 AM, ,252,216,0,428,376,0,12,11,12,0,0,374,214,0,0,10,0,0,0,0,0,0,0,0,0,0
171162119680585_776898552440269,https://www.facebook.com/TarletonCOGS/posts/776898552440269,The biggest cognitive bias that derails your productivity.  #tarletongradstudies  http://buff.ly/1Mpv0oG,Link,,,4/11/16 4:35 PM, ,159,151,0,266,250,0,7,7,7,0,0,247,148,0,0,7,0,0,0,0,0,0,0,0,0,0
171162119680585_776897179107073,https://www.facebook.com/TarletonCOGS/posts/776897179107073,Want to learn more about our new need-based grant money? Attend our workshop on 4/20 at noon.  Register here:  http://buff.ly/1MpuqqZ 1:18 PM (CDT),Link,,,4/11/16 9:58 AM, ,15,15,0,41,41,0,0,0,0,0,0,37,12,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_1688977068043713,https://www.facebook.com/events/1688977068043713/,Want to learn more about grad school at Tarleton?  Drop by our open house on April 20th at the College of Graduate Studies office in Stephenville.  Not in the Stephenville area?  Attend info sessions virtually through Periscope or Zoom.  We will host two general application sessions (10 a.m. and 3 p.m.) and a workshop to discuss paying for grad school (noon).  Register here:  https://goo.gl/F8We3I,Status,,,4/11/16 7:59 AM, ,193,193,0,296,296,0,11,7,10,0,0,296,193,0,0,9,0,0,0,0,0,0,0,0,0,0
171162119680585_776897252440399,https://www.facebook.com/TarletonCOGS/posts/776897252440399,The happy secret to better work.  #tarletongradstudies #mondaymotivation http://buff.ly/1N45N3g,Link,,,4/11/16 7:19 AM, ,135,135,0,244,244,0,2,2,3,0,0,241,133,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_773622112767913,https://www.facebook.com/TarletonCOGS/posts/773622112767913:0,Just trying to keep it together . . .,Photo,,,4/8/16 11:54 AM, ,155,155,0,420,420,0,0,0,0,0,0,415,150,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_773619569434834,https://www.facebook.com/TarletonCOGS/posts/773619569434834,Never underestimate the business advantage of dressing well!  Tips for guys and gals:  http://buff.ly/23aUie8,Link,,,4/8/16 5:49 AM, ,354,160,0,537,274,0,9,6,6,0,0,273,159,0,0,7,0,0,0,0,0,0,0,0,0,0
171162119680585_773616512768473,https://www.facebook.com/TarletonCOGS/posts/773616512768473,Want to sharpen you money management skills?  Here is a list of possibly the 12 best apps for managing your finances.  http://buff.ly/235j8Qj,Link,,,4/7/16 4:37 PM, ,101,101,0,180,180,0,2,2,2,0,0,175,97,0,0,2,0,0,0,0,0,0,0,0,0,0
171162119680585_773615256101932,https://www.facebook.com/TarletonCOGS/posts/773615256101932,You only get one chance to make a first impression!  How to make it great: http://buff.ly/1UPRthM,Link,,,4/7/16 5:33 AM, ,145,139,0,246,240,0,6,5,5,0,0,235,134,0,0,6,0,0,0,0,0,0,0,0,0,0
171162119680585_774693959327395,https://www.facebook.com/TarletonCOGS/posts/774693959327395,Want to know more about our new need-based grants?  Register for our info session at noon on April 20th:  https://goo.gl/F8We3I.  (The session will be held in conjunction with our Beyond a Bachelor's open house.),Link,,,4/6/16 11:21 AM, ,22,22,0,44,44,0,0,0,0,0,0,38,16,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_774572089339582,https://www.facebook.com/TarletonCOGS/posts/774572089339582,"Thanks to all who participated in our Financial Awareness Workshop in Midlothian yesterday!  If you missed it, check it out this morning on Periscope: https://twitter.com/Tarleton_COGS/status/717397018067357696",Link,,,4/6/16 6:25 AM, ,31,31,0,61,61,0,0,0,0,0,0,56,26,0,0,0,0,0,0,0,0,0,0,0,0,0
171162119680585_773607236102734,https://www.facebook.com/TarletonCOGS/posts/773607236102734,"The demands of work, school, and life can be overwhelming.  Learn some tips on how to motivate yourself when you're exhausted.  http://buff.ly/1ZZC7X3",Link,,,4/6/16 5:11 AM, ,154,136,0,273,253,0,7,6,6,0,0,249,132,0,0,7,0,0,0,0,0,0,0,0,0,0
171162119680585_773599869436804,https://www.facebook.com/TarletonCOGS/posts/773599869436804,Get rid of these 9 toxic habits and transform your life.  #transformationaltuesday  http://buff.ly/1YaXfIt,Link,,,4/5/16 1:56 PM, ,184,184,0,322,322,0,10,10,12,0,0,318,180,0,0,10,0,0,0,0,0,0,0,0,0,0
171162119680585_773600316103426,https://www.facebook.com/TarletonCOGS/posts/773600316103426,"We are just minutes away from our Financial Awareness Workshop!  Join us at our Midlothian location in Room 117, or attend virtually @Tarleton_COGS on Periscope.",Status,,,4/5/16 9:45 AM, ,17,17,0,33,33,0,1,1,1,0,0,28,12,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_773598856103572,https://www.facebook.com/TarletonCOGS/posts/773598856103572,This Is What Will Happen When You Become Emotionally Intelligent http://buff.ly/1ZZwlol,Link,,,4/5/16 4:51 AM, ,169,166,0,263,260,0,4,4,6,0,0,255,160,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_773597556103702,https://www.facebook.com/TarletonCOGS/posts/773597556103702,Work toward accomplisment of your goals today with these 5 great tips.  #motivationalmonday http://buff.ly/1M9BjMY,Link,,,4/4/16 4:47 PM, ,120,120,0,190,190,0,1,1,1,0,0,185,115,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_773590046104453,https://www.facebook.com/TarletonCOGS/posts/773590046104453,"Learn more about paying for grad school at tomorrow's Financial Awareness Workshop, broadcast from our Midlothian location.  Register here: https://goo.gl/q63Ef1.",Link,,,4/4/16 9:38 AM, ,19,19,0,29,29,0,1,1,2,0,0,25,15,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_773589406104517,https://www.facebook.com/TarletonCOGS/posts/773589406104517:0,Have a great week! #motivationalmonday,Photo,,,4/4/16 6:24 AM, ,251,237,0,770,739,0,6,2,6,0,0,737,235,0,0,4,0,0,0,0,0,0,0,0,0,0
171162119680585_772854049511386,https://www.facebook.com/TarletonCOGS/posts/772854049511386,Graduate #texansteamup at Benbrook Lake today for #tarletonroundup. Thanks to all who participated!,Photo,,,4/2/16 3:56 PM, ,111,83,0,160,125,0,13,12,17,0,0,124,80,0,0,11,0,0,0,0,0,0,0,0,0,0
171162119680585_769067539890037,https://www.facebook.com/TarletonCOGS/posts/769067539890037:0,Happy Friday!,Photo,,,4/1/16 1:00 PM, ,795,346,0,1675,1007,0,57,26,32,0,0,1021,352,0,0,37,0,0,0,0,0,0,0,0,0,0
171162119680585_771522009644590,https://www.facebook.com/TarletonCOGS/posts/771522009644590:0,Timeline Photos,Photo,,,4/1/16 11:36 AM, ,145,145,0,372,372,0,2,2,2,0,0,370,144,0,0,1,0,0,0,0,0,0,0,0,0,0
171162119680585_769066856556772,https://www.facebook.com/TarletonCOGS/posts/769066856556772:0,Think about it . . .,Photo,,,4/1/16 9:45 AM, ,463,164,0,914,440,0,17,7,11,0,0,453,168,0,0,7,0,0,0,0,0,0,0,0,0,0
171162119680585_769068606556597,https://www.facebook.com/TarletonCOGS/posts/769068606556597,Don't forget to register for our next Financial Awareness Workshop in Midlothian next Tuesday!  https://www.facebook.com/events/1739684386247213/,Link,,,4/1/16 5:03 AM, ,30,27,0,49,42,0,1,0,0,0,0,40,25,0,0,1,0,0,0,0,0,0,0,0,0,0
